"Time(PIT)"	"Temp(F)"	"Dew_Point(F)"	"Humidity"	"Pressure(in)"	"Visibility(mi)"	"Wind_Dir"	"Wind_Speed(mph)"	"Gust_Speed(mph)"	"Precip(in)"	"Events"	"Conditions"	"Hour"	"Min"	"Date"	"DEST"	"X17"	"X18"	"X19"	"X20"
"4751"	"12:51 AM"	"45.0 °F"	"24.1 °F"	"44%"	"30.20 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"N/A"	""	"Partly Cloudy"	0	51	"2015/4/6"	"PIT"	NA	NA	NA	NA
"4752"	"1:51 AM"	"43.0 °F"	"25.0 °F"	"49%"	"30.20 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"N/A"	""	"Partly Cloudy"	1	51	"2015/4/6"	"PIT"	NA	NA	NA	NA
"4753"	"2:51 AM"	"44.1 °F"	"23.0 °F"	"43%"	"30.19 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"N/A"	""	"Mostly Cloudy"	2	51	"2015/4/6"	"PIT"	NA	NA	NA	NA
"4754"	"3:51 AM"	"39.0 °F"	"24.1 °F"	"55%"	"30.19 in"	"10.0 mi"	"SSE"	"3.5 mph"	"-"	"N/A"	""	"Scattered Clouds"	3	51	"2015/4/6"	"PIT"	NA	NA	NA	NA
"4755"	"4:51 AM"	"39.0 °F"	"25.0 °F"	"57%"	"30.19 in"	"10.0 mi"	"SSE"	"3.5 mph"	"-"	"N/A"	""	"Mostly Cloudy"	4	51	"2015/4/6"	"PIT"	NA	NA	NA	NA
"4756"	"5:51 AM"	"41.0 °F"	"24.1 °F"	"51%"	"30.19 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"N/A"	""	"Mostly Cloudy"	5	51	"2015/4/6"	"PIT"	NA	NA	NA	NA
"4757"	"6:51 AM"	"37.0 °F"	"25.0 °F"	"62%"	"30.21 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"N/A"	""	"Scattered Clouds"	6	51	"2015/4/6"	"PIT"	NA	NA	NA	NA
"4758"	"7:51 AM"	"41.0 °F"	"23.0 °F"	"49%"	"30.22 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"N/A"	""	"Scattered Clouds"	7	51	"2015/4/6"	"PIT"	NA	NA	NA	NA
"4759"	"8:51 AM"	"46.9 °F"	"25.0 °F"	"42%"	"30.22 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"N/A"	""	"Scattered Clouds"	8	51	"2015/4/6"	"PIT"	NA	NA	NA	NA
"4760"	"9:51 AM"	"55.9 °F"	"24.1 °F"	"29%"	"30.20 in"	"10.0 mi"	"South"	"4.6 mph"	"-"	"N/A"	""	"Mostly Cloudy"	9	51	"2015/4/6"	"PIT"	NA	NA	NA	NA
"4761"	"10:51 AM"	"60.1 °F"	"21.9 °F"	"23%"	"30.19 in"	"10.0 mi"	"SSW"	"12.7 mph"	"-"	"N/A"	""	"Mostly Cloudy"	10	51	"2015/4/6"	"PIT"	NA	NA	NA	NA
"4762"	"11:51 AM"	"62.1 °F"	"26.1 °F"	"25%"	"30.19 in"	"10.0 mi"	"SSW"	"13.8 mph"	"-"	"N/A"	""	"Overcast"	11	51	"2015/4/6"	"PIT"	NA	NA	NA	NA
"4763"	"12:51 PM"	"64.0 °F"	"27.0 °F"	"25%"	"30.16 in"	"10.0 mi"	"SSW"	"18.4 mph"	"21.9 mph"	"N/A"	""	"Overcast"	12	51	"2015/4/6"	"PIT"	NA	NA	NA	NA
"4764"	"1:51 PM"	"66.0 °F"	"28.9 °F"	"25%"	"30.14 in"	"10.0 mi"	"WSW"	"12.7 mph"	"-"	"N/A"	""	"Overcast"	13	51	"2015/4/6"	"PIT"	NA	NA	NA	NA
"4765"	"2:51 PM"	"68.0 °F"	"30.9 °F"	"25%"	"30.12 in"	"10.0 mi"	"WSW"	"16.1 mph"	"24.2 mph"	"N/A"	""	"Mostly Cloudy"	14	51	"2015/4/6"	"PIT"	NA	NA	NA	NA
"4766"	"3:51 PM"	"68.0 °F"	"34.0 °F"	"28%"	"30.11 in"	"10.0 mi"	"WSW"	"13.8 mph"	"24.2 mph"	"N/A"	""	"Overcast"	15	51	"2015/4/6"	"PIT"	NA	NA	NA	NA
"4767"	"4:51 PM"	"68.0 °F"	"36.0 °F"	"31%"	"30.09 in"	"10.0 mi"	"Variable"	"5.8 mph"	"-"	"N/A"	""	"Overcast"	16	51	"2015/4/6"	"PIT"	NA	NA	NA	NA
"4768"	"5:51 PM"	"68.0 °F"	"37.0 °F"	"32%"	"30.09 in"	"10.0 mi"	"WSW"	"6.9 mph"	"-"	"N/A"	""	"Overcast"	17	51	"2015/4/6"	"PIT"	NA	NA	NA	NA
"4769"	"6:51 PM"	"66.0 °F"	"39.0 °F"	"37%"	"30.10 in"	"10.0 mi"	"West"	"8.1 mph"	"-"	"0.00 in"	"Rain"	"Light Rain"	18	51	"2015/4/6"	"PIT"	NA	NA	NA	NA
"4770"	"7:51 PM"	"63.0 °F"	"42.1 °F"	"46%"	"30.12 in"	"10.0 mi"	"West"	"5.8 mph"	"-"	"0.00 in"	"Rain"	"Light Rain"	19	51	"2015/4/6"	"PIT"	NA	NA	NA	NA
"4771"	"8:51 PM"	"59.0 °F"	"46.0 °F"	"62%"	"30.11 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"0.00 in"	""	"Overcast"	20	51	"2015/4/6"	"PIT"	NA	NA	NA	NA
"4772"	"9:51 PM"	"57.0 °F"	"50.0 °F"	"77%"	"30.14 in"	"10.0 mi"	"West"	"4.6 mph"	"-"	"0.01 in"	"Rain"	"Light Rain"	21	51	"2015/4/6"	"PIT"	NA	NA	NA	NA
"4773"	"10:51 PM"	"55.0 °F"	"50.0 °F"	"83%"	"30.15 in"	"10.0 mi"	"NE"	"3.5 mph"	"-"	"0.02 in"	"Rain"	"Light Rain"	22	51	"2015/4/6"	"PIT"	NA	NA	NA	NA
"4774"	"11:51 PM"	"55.0 °F"	"51.1 °F"	"86%"	"30.16 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"0.00 in"	""	"Overcast"	23	51	"2015/4/6"	"PIT"	NA	NA	NA	NA
"4801"	"12:51 AM"	"53.1 °F"	"51.1 °F"	"93%"	"30.15 in"	"10.0 mi"	"South"	"3.5 mph"	"-"	"N/A"	""	"Overcast"	0	51	"2015/4/7"	"PIT"	NA	NA	NA	NA
"4802"	"1:41 AM"	"53.1 °F"	"50.0 °F"	"89%"	"30.13 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"N/A"	""	"Overcast"	1	41	"2015/4/7"	"PIT"	NA	NA	NA	NA
"4803"	"1:51 AM"	"54.0 °F"	"50.0 °F"	"86%"	"30.15 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"N/A"	""	"Overcast"	1	51	"2015/4/7"	"PIT"	NA	NA	NA	NA
"4804"	"2:51 AM"	"53.1 °F"	"50.0 °F"	"89%"	"30.13 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"N/A"	""	"Overcast"	2	51	"2015/4/7"	"PIT"	NA	NA	NA	NA
"4805"	"3:08 AM"	"53.1 °F"	"51.1 °F"	"93%"	"30.12 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"N/A"	""	"Overcast"	3	8	"2015/4/7"	"PIT"	NA	NA	NA	NA
"4806"	"3:51 AM"	"53.1 °F"	"51.1 °F"	"93%"	"30.12 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"0.00 in"	""	"Overcast"	3	51	"2015/4/7"	"PIT"	NA	NA	NA	NA
"4807"	"4:51 AM"	"53.1 °F"	"51.1 °F"	"93%"	"30.12 in"	"8.0 mi"	"South"	"3.5 mph"	"-"	"0.00 in"	""	"Overcast"	4	51	"2015/4/7"	"PIT"	NA	NA	NA	NA
"4808"	"5:51 AM"	"53.1 °F"	"51.1 °F"	"93%"	"30.11 in"	"6.0 mi"	"ESE"	"3.5 mph"	"-"	"0.01 in"	""	"Overcast"	5	51	"2015/4/7"	"PIT"	NA	NA	NA	NA
"4809"	"6:51 AM"	"53.1 °F"	"52.0 °F"	"96%"	"30.12 in"	"3.0 mi"	"SSE"	"4.6 mph"	"-"	"N/A"	""	"Overcast"	6	51	"2015/4/7"	"PIT"	NA	NA	NA	NA
"4810"	"7:51 AM"	"54.0 °F"	"52.0 °F"	"93%"	"30.12 in"	"6.0 mi"	"Calm"	"Calm"	"-"	"0.00 in"	""	"Overcast"	7	51	"2015/4/7"	"PIT"	NA	NA	NA	NA
"4811"	"8:51 AM"	"55.0 °F"	"53.1 °F"	"93%"	"30.13 in"	"7.0 mi"	"South"	"3.5 mph"	"-"	"N/A"	""	"Overcast"	8	51	"2015/4/7"	"PIT"	NA	NA	NA	NA
"4812"	"9:31 AM"	"55.9 °F"	"53.1 °F"	"90%"	"30.11 in"	"7.0 mi"	"SSE"	"3.5 mph"	"-"	"0.00 in"	"Rain"	"Light Rain"	9	31	"2015/4/7"	"PIT"	NA	NA	NA	NA
"4813"	"9:51 AM"	"55.9 °F"	"53.1 °F"	"90%"	"30.15 in"	"3.0 mi"	"West"	"3.5 mph"	"-"	"0.01 in"	"Rain"	"Light Rain"	9	51	"2015/4/7"	"PIT"	NA	NA	NA	NA
"4814"	"10:03 AM"	"55.9 °F"	"53.1 °F"	"90%"	"30.13 in"	"1.5 mi"	"WNW"	"5.8 mph"	"-"	"0.03 in"	"Rain"	"Rain"	10	3	"2015/4/7"	"PIT"	NA	NA	NA	NA
"4815"	"10:36 AM"	"55.9 °F"	"54.0 °F"	"93%"	"30.11 in"	"5.0 mi"	"ESE"	"5.8 mph"	"-"	"0.14 in"	"Rain"	"Light Rain"	10	36	"2015/4/7"	"PIT"	NA	NA	NA	NA
"4816"	"10:51 AM"	"55.9 °F"	"55.0 °F"	"97%"	"30.15 in"	"5.0 mi"	"Calm"	"Calm"	"-"	"0.14 in"	"Rain"	"Light Rain"	10	51	"2015/4/7"	"PIT"	NA	NA	NA	NA
"4817"	"11:21 AM"	"57.0 °F"	"55.0 °F"	"93%"	"30.12 in"	"8.0 mi"	"SSE"	"3.5 mph"	"-"	"0.00 in"	""	"Overcast"	11	21	"2015/4/7"	"PIT"	NA	NA	NA	NA
"4818"	"11:51 AM"	"59.0 °F"	"55.9 °F"	"90%"	"30.15 in"	"10.0 mi"	"South"	"4.6 mph"	"-"	"0.00 in"	""	"Overcast"	11	51	"2015/4/7"	"PIT"	NA	NA	NA	NA
"4819"	"12:19 PM"	"60.1 °F"	"55.0 °F"	"83%"	"30.12 in"	"10.0 mi"	"SSW"	"3.5 mph"	"-"	"N/A"	""	"Overcast"	12	19	"2015/4/7"	"PIT"	NA	NA	NA	NA
"4820"	"12:51 PM"	"62.1 °F"	"57.0 °F"	"84%"	"30.14 in"	"10.0 mi"	"SE"	"3.5 mph"	"-"	"N/A"	""	"Overcast"	12	51	"2015/4/7"	"PIT"	NA	NA	NA	NA
"4821"	"1:30 PM"	"62.1 °F"	"55.0 °F"	"78%"	"30.12 in"	"10.0 mi"	"SW"	"5.8 mph"	"-"	"N/A"	""	"Overcast"	13	30	"2015/4/7"	"PIT"	NA	NA	NA	NA
"4822"	"1:51 PM"	"62.1 °F"	"55.0 °F"	"78%"	"30.14 in"	"10.0 mi"	"SSW"	"8.1 mph"	"-"	"N/A"	""	"Overcast"	13	51	"2015/4/7"	"PIT"	NA	NA	NA	NA
"4823"	"2:51 PM"	"62.1 °F"	"55.0 °F"	"78%"	"30.13 in"	"10.0 mi"	"West"	"4.6 mph"	"-"	"N/A"	""	"Overcast"	14	51	"2015/4/7"	"PIT"	NA	NA	NA	NA
"4824"	"3:31 PM"	"62.1 °F"	"55.0 °F"	"78%"	"30.11 in"	"10.0 mi"	"SSW"	"4.6 mph"	"-"	"N/A"	""	"Overcast"	15	31	"2015/4/7"	"PIT"	NA	NA	NA	NA
"4825"	"3:51 PM"	"62.1 °F"	"55.0 °F"	"78%"	"30.13 in"	"10.0 mi"	"SSW"	"4.6 mph"	"-"	"N/A"	""	"Overcast"	15	51	"2015/4/7"	"PIT"	NA	NA	NA	NA
"4826"	"4:51 PM"	"62.1 °F"	"55.9 °F"	"80%"	"30.12 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"N/A"	""	"Overcast"	16	51	"2015/4/7"	"PIT"	NA	NA	NA	NA
"4827"	"5:31 PM"	"62.1 °F"	"57.0 °F"	"84%"	"30.07 in"	"9.0 mi"	"SSE"	"8.1 mph"	"-"	"0.01 in"	"Rain"	"Light Rain"	17	31	"2015/4/7"	"PIT"	NA	NA	NA	NA
"4828"	"5:51 PM"	"62.1 °F"	"55.9 °F"	"80%"	"30.11 in"	"10.0 mi"	"SE"	"4.6 mph"	"-"	"0.01 in"	""	"Overcast"	17	51	"2015/4/7"	"PIT"	NA	NA	NA	NA
"4829"	"6:20 PM"	"63.0 °F"	"57.0 °F"	"81%"	"30.09 in"	"10.0 mi"	"NE"	"4.6 mph"	"-"	"N/A"	""	"Overcast"	18	20	"2015/4/7"	"PIT"	NA	NA	NA	NA
"4830"	"6:51 PM"	"61.0 °F"	"57.0 °F"	"87%"	"30.12 in"	"8.0 mi"	"East"	"6.9 mph"	"-"	"N/A"	""	"Overcast"	18	51	"2015/4/7"	"PIT"	NA	NA	NA	NA
"4831"	"7:51 PM"	"61.0 °F"	"55.9 °F"	"83%"	"30.12 in"	"9.0 mi"	"East"	"3.5 mph"	"-"	"0.00 in"	"Rain"	"Light Rain"	19	51	"2015/4/7"	"PIT"	NA	NA	NA	NA
"4832"	"8:51 PM"	"60.1 °F"	"55.9 °F"	"86%"	"30.11 in"	"10.0 mi"	"ESE"	"3.5 mph"	"-"	"0.00 in"	""	"Light Drizzle"	20	51	"2015/4/7"	"PIT"	NA	NA	NA	NA
"4833"	"9:51 PM"	"61.0 °F"	"55.9 °F"	"83%"	"30.11 in"	"10.0 mi"	"ENE"	"3.5 mph"	"-"	"0.00 in"	""	"Overcast"	21	51	"2015/4/7"	"PIT"	NA	NA	NA	NA
"4834"	"10:51 PM"	"60.1 °F"	"55.9 °F"	"86%"	"30.11 in"	"10.0 mi"	"ESE"	"6.9 mph"	"-"	"N/A"	""	"Overcast"	22	51	"2015/4/7"	"PIT"	NA	NA	NA	NA
"4835"	"11:01 PM"	"59.0 °F"	"55.9 °F"	"90%"	"30.09 in"	"10.0 mi"	"ESE"	"4.6 mph"	"-"	"N/A"	""	"Overcast"	23	1	"2015/4/7"	"PIT"	NA	NA	NA	NA
"4836"	"11:51 PM"	"59.0 °F"	"55.9 °F"	"90%"	"30.10 in"	"10.0 mi"	"East"	"3.5 mph"	"-"	"0.00 in"	""	"Overcast"	23	51	"2015/4/7"	"PIT"	NA	NA	NA	NA
"4851"	"12:21 AM"	"59.0 °F"	"55.9 °F"	"90%"	"30.08 in"	"8.0 mi"	"East"	"4.6 mph"	"-"	"N/A"	""	"Overcast"	0	21	"2015/4/8"	"PIT"	NA	NA	NA	NA
"4852"	"12:39 AM"	"59.0 °F"	"55.9 °F"	"90%"	"30.09 in"	"8.0 mi"	"East"	"3.5 mph"	"-"	"N/A"	""	"Overcast"	0	39	"2015/4/8"	"PIT"	NA	NA	NA	NA
"4853"	"12:51 AM"	"59.0 °F"	"55.9 °F"	"90%"	"30.11 in"	"10.0 mi"	"ESE"	"4.6 mph"	"-"	"N/A"	""	"Overcast"	0	51	"2015/4/8"	"PIT"	NA	NA	NA	NA
"4854"	"1:51 AM"	"59.0 °F"	"55.0 °F"	"87%"	"30.09 in"	"10.0 mi"	"East"	"4.6 mph"	"-"	"0.00 in"	"Rain"	"Light Rain"	1	51	"2015/4/8"	"PIT"	NA	NA	NA	NA
"4855"	"2:51 AM"	"57.9 °F"	"55.9 °F"	"93%"	"30.09 in"	"4.0 mi"	"ENE"	"4.6 mph"	"-"	"0.17 in"	"Rain"	"Light Rain"	2	51	"2015/4/8"	"PIT"	NA	NA	NA	NA
"4856"	"3:51 AM"	"57.0 °F"	"55.9 °F"	"96%"	"30.08 in"	"3.0 mi"	"East"	"5.8 mph"	"-"	"0.06 in"	"Rain"	"Light Rain"	3	51	"2015/4/8"	"PIT"	NA	NA	NA	NA
"4857"	"4:27 AM"	"57.0 °F"	"55.9 °F"	"96%"	"30.06 in"	"1.5 mi"	"East"	"3.5 mph"	"-"	"0.14 in"	"Rain"	"Rain"	4	27	"2015/4/8"	"PIT"	NA	NA	NA	NA
"4858"	"4:51 AM"	"55.9 °F"	"55.9 °F"	"100%"	"30.07 in"	"2.0 mi"	"SE"	"5.8 mph"	"-"	"0.25 in"	"Rain"	"Light Rain"	4	51	"2015/4/8"	"PIT"	NA	NA	NA	NA
"4859"	"5:51 AM"	"57.0 °F"	"57.0 °F"	"100%"	"30.07 in"	"5.0 mi"	"Calm"	"Calm"	"-"	"0.10 in"	""	"Light Drizzle"	5	51	"2015/4/8"	"PIT"	NA	NA	NA	NA
"4860"	"6:22 AM"	"57.9 °F"	"57.0 °F"	"97%"	"30.06 in"	"6.0 mi"	"East"	"3.5 mph"	"-"	"0.00 in"	""	"Overcast"	6	22	"2015/4/8"	"PIT"	NA	NA	NA	NA
"4861"	"6:51 AM"	"57.9 °F"	"57.0 °F"	"97%"	"30.09 in"	"5.0 mi"	"Calm"	"Calm"	"-"	"0.00 in"	""	"Light Drizzle"	6	51	"2015/4/8"	"PIT"	NA	NA	NA	NA
"4862"	"7:16 AM"	"57.0 °F"	"57.0 °F"	"100%"	"30.07 in"	"3.0 mi"	"SSE"	"4.6 mph"	"-"	"0.00 in"	""	"Light Drizzle"	7	16	"2015/4/8"	"PIT"	NA	NA	NA	NA
"4863"	"7:51 AM"	"57.9 °F"	"57.0 °F"	"97%"	"30.08 in"	"4.0 mi"	"SE"	"6.9 mph"	"-"	"0.00 in"	""	"Overcast"	7	51	"2015/4/8"	"PIT"	NA	NA	NA	NA
"4864"	"8:15 AM"	"59.0 °F"	"57.0 °F"	"93%"	"30.05 in"	"6.0 mi"	"SSE"	"5.8 mph"	"-"	"N/A"	""	"Overcast"	8	15	"2015/4/8"	"PIT"	NA	NA	NA	NA
"4865"	"8:51 AM"	"59.0 °F"	"57.9 °F"	"96%"	"30.06 in"	"8.0 mi"	"South"	"6.9 mph"	"-"	"N/A"	""	"Overcast"	8	51	"2015/4/8"	"PIT"	NA	NA	NA	NA
"4866"	"9:51 AM"	"62.1 °F"	"59.0 °F"	"90%"	"30.07 in"	"10.0 mi"	"SSW"	"6.9 mph"	"-"	"N/A"	""	"Overcast"	9	51	"2015/4/8"	"PIT"	NA	NA	NA	NA
"4867"	"10:51 AM"	"64.9 °F"	"57.9 °F"	"78%"	"30.05 in"	"10.0 mi"	"South"	"11.5 mph"	"-"	"N/A"	""	"Mostly Cloudy"	10	51	"2015/4/8"	"PIT"	NA	NA	NA	NA
"4868"	"11:51 AM"	"66.0 °F"	"57.0 °F"	"73%"	"30.05 in"	"10.0 mi"	"South"	"9.2 mph"	"-"	"N/A"	""	"Mostly Cloudy"	11	51	"2015/4/8"	"PIT"	NA	NA	NA	NA
"4869"	"12:51 PM"	"68.0 °F"	"57.0 °F"	"68%"	"30.03 in"	"10.0 mi"	"SSW"	"9.2 mph"	"20.7 mph"	"N/A"	""	"Overcast"	12	51	"2015/4/8"	"PIT"	NA	NA	NA	NA
"4870"	"1:51 PM"	"69.1 °F"	"57.0 °F"	"65%"	"30.00 in"	"10.0 mi"	"SSW"	"11.5 mph"	"21.9 mph"	"N/A"	""	"Overcast"	13	51	"2015/4/8"	"PIT"	NA	NA	NA	NA
"4871"	"2:33 PM"	"70.0 °F"	"57.9 °F"	"65%"	"29.97 in"	"10.0 mi"	"SSW"	"12.7 mph"	"20.7 mph"	"N/A"	""	"Overcast"	14	33	"2015/4/8"	"PIT"	NA	NA	NA	NA
"4872"	"2:51 PM"	"70.0 °F"	"57.9 °F"	"65%"	"29.98 in"	"10.0 mi"	"South"	"11.5 mph"	"-"	"N/A"	""	"Overcast"	14	51	"2015/4/8"	"PIT"	NA	NA	NA	NA
"4873"	"3:51 PM"	"69.1 °F"	"59.0 °F"	"70%"	"29.95 in"	"10.0 mi"	"SSW"	"9.2 mph"	"-"	"0.00 in"	"Rain"	"Light Rain"	15	51	"2015/4/8"	"PIT"	NA	NA	NA	NA
"4874"	"4:15 PM"	"66.2 °F"	"60.8 °F"	"83%"	"29.96 in"	"5.0 mi"	"West"	"6.9 mph"	"-"	"N/A"	"Rain
	,
Thunderstorm"	"Light Thunderstorms and Rain"	16	15	"2015/4/8"	"PIT"	NA	NA	NA	NA
"4875"	"4:33 PM"	"64.9 °F"	"61.0 °F"	"87%"	"29.97 in"	"6.0 mi"	"West"	"10.4 mph"	"-"	"0.09 in"	"Rain"	"Light Rain"	16	33	"2015/4/8"	"PIT"	NA	NA	NA	NA
"4876"	"4:51 PM"	"64.0 °F"	"61.0 °F"	"90%"	"29.95 in"	"7.0 mi"	"ENE"	"9.2 mph"	"-"	"0.10 in"	"Rain"	"Light Rain"	16	51	"2015/4/8"	"PIT"	NA	NA	NA	NA
"4877"	"5:51 PM"	"66.0 °F"	"62.1 °F"	"87%"	"29.96 in"	"10.0 mi"	"SSE"	"4.6 mph"	"-"	"0.00 in"	""	"Overcast"	17	51	"2015/4/8"	"PIT"	NA	NA	NA	NA
"4878"	"6:51 PM"	"66.9 °F"	"61.0 °F"	"81%"	"29.98 in"	"10.0 mi"	"SSW"	"3.5 mph"	"-"	"N/A"	""	"Overcast"	18	51	"2015/4/8"	"PIT"	NA	NA	NA	NA
"4879"	"7:51 PM"	"64.0 °F"	"60.1 °F"	"87%"	"30.01 in"	"10.0 mi"	"WSW"	"4.6 mph"	"-"	"N/A"	""	"Overcast"	19	51	"2015/4/8"	"PIT"	NA	NA	NA	NA
"4880"	"8:51 PM"	"63.0 °F"	"57.9 °F"	"84%"	"30.02 in"	"10.0 mi"	"WSW"	"3.5 mph"	"-"	"N/A"	""	"Mostly Cloudy"	20	51	"2015/4/8"	"PIT"	NA	NA	NA	NA
"4881"	"9:51 PM"	"60.1 °F"	"57.9 °F"	"93%"	"30.02 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"N/A"	""	"Mostly Cloudy"	21	51	"2015/4/8"	"PIT"	NA	NA	NA	NA
"4882"	"10:51 PM"	"59.0 °F"	"57.9 °F"	"96%"	"30.04 in"	"10.0 mi"	"SSE"	"3.5 mph"	"-"	"N/A"	""	"Overcast"	22	51	"2015/4/8"	"PIT"	NA	NA	NA	NA
"4883"	"11:51 PM"	"60.1 °F"	"57.0 °F"	"90%"	"30.08 in"	"10.0 mi"	"SW"	"8.1 mph"	"-"	"N/A"	""	"Overcast"	23	51	"2015/4/8"	"PIT"	NA	NA	NA	NA
"4901"	"12:08 AM"	"61.0 °F"	"55.9 °F"	"83%"	"30.05 in"	"10.0 mi"	"SW"	"11.5 mph"	"-"	"N/A"	""	"Overcast"	0	8	"2015/4/9"	"PIT"	NA	NA	NA	NA
"4902"	"12:29 AM"	"61.0 °F"	"55.9 °F"	"83%"	"30.03 in"	"10.0 mi"	"SW"	"5.8 mph"	"-"	"N/A"	""	"Overcast"	0	29	"2015/4/9"	"PIT"	NA	NA	NA	NA
"4903"	"12:51 AM"	"60.1 °F"	"55.9 °F"	"86%"	"30.03 in"	"10.0 mi"	"South"	"5.8 mph"	"-"	"N/A"	""	"Overcast"	0	51	"2015/4/9"	"PIT"	NA	NA	NA	NA
"4904"	"1:51 AM"	"59.0 °F"	"55.0 °F"	"87%"	"30.06 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"N/A"	""	"Overcast"	1	51	"2015/4/9"	"PIT"	NA	NA	NA	NA
"4905"	"2:51 AM"	"59.0 °F"	"55.9 °F"	"90%"	"30.06 in"	"10.0 mi"	"Calm"	"Calm"	"-"	"N/A"	""	"Overcast"	2	51	"2015/4/9"	"PIT"	NA	NA	NA	NA
"4906"	"3:51 AM"	"55.9 °F"	"55.0 °F"	"97%"	"30.03 in"	"10.0 mi"	"SSE"	"5.8 mph"	"-"	"N/A"	""	"Mostly Cloudy"	3	51	"2015/4/9"	"PIT"	NA	NA	NA	NA
"4907"	"4:51 AM"	"57.0 °F"	"55.0 °F"	"93%"	"30.00 in"	"10.0 mi"	"South"	"4.6 mph"	"-"	"N/A"	""	"Mostly Cloudy"	4	51	"2015/4/9"	"PIT"	NA	NA	NA	NA
"4908"	"5:39 AM"	"57.0 °F"	"55.0 °F"	"93%"	"29.99 in"	"10.0 mi"	"SE"	"4.6 mph"	"-"	"N/A"	""	"Overcast"	5	39	"2015/4/9"	"PIT"	NA	NA	NA	NA
"4909"	"5:51 AM"	"55.9 °F"	"54.0 °F"	"93%"	"30.00 in"	"10.0 mi"	"SE"	"5.8 mph"	"-"	"N/A"	""	"Overcast"	5	51	"2015/4/9"	"PIT"	NA	NA	NA	NA
"4910"	"6:23 AM"	"57.0 °F"	"55.0 °F"	"93%"	"29.98 in"	"10.0 mi"	"SE"	"4.6 mph"	"-"	"N/A"	""	"Overcast"	6	23	"2015/4/9"	"PIT"	NA	NA	NA	NA
"4911"	"6:40 AM"	"57.0 °F"	"55.0 °F"	"93%"	"29.99 in"	"10.0 mi"	"SSE"	"4.6 mph"	"-"	"N/A"	""	"Overcast"	6	40	"2015/4/9"	"PIT"	NA	NA	NA	NA
"4912"	"6:51 AM"	"57.0 °F"	"55.0 °F"	"93%"	"30.02 in"	"7.0 mi"	"South"	"4.6 mph"	"-"	"N/A"	""	"Overcast"	6	51	"2015/4/9"	"PIT"	NA	NA	NA	NA
"4913"	"7:32 AM"	"57.0 °F"	"55.0 °F"	"93%"	"30.05 in"	"6.0 mi"	"Calm"	"Calm"	"-"	"0.00 in"	"Rain"	"Light Rain"	7	32	"2015/4/9"	"PIT"	NA	NA	NA	NA
"4914"	"7:51 AM"	"55.9 °F"	"55.0 °F"	"97%"	"30.09 in"	"6.0 mi"	"WNW"	"3.5 mph"	"-"	"0.02 in"	"Rain"	"Light Rain"	7	51	"2015/4/9"	"PIT"	NA	NA	NA	NA
"4915"	"8:28 AM"	"57.0 °F"	"55.0 °F"	"93%"	"30.07 in"	"3.0 mi"	"Calm"	"Calm"	"-"	"0.08 in"	"Rain"	"Rain"	8	28	"2015/4/9"	"PIT"	NA	NA	NA	NA
"4916"	"8:51 AM"	"57.0 °F"	"55.9 °F"	"96%"	"30.04 in"	"3.0 mi"	"East"	"10.4 mph"	"-"	"0.15 in"	"Rain"	"Light Rain"	8	51	"2015/4/9"	"PIT"	NA	NA	NA	NA
"4917"	"9:51 AM"	"59.0 °F"	"57.0 °F"	"93%"	"30.05 in"	"9.0 mi"	"SE"	"4.6 mph"	"-"	"0.00 in"	""	"Overcast"	9	51	"2015/4/9"	"PIT"	NA	NA	NA	NA
"4918"	"10:51 AM"	"60.1 °F"	"57.9 °F"	"93%"	"30.06 in"	"10.0 mi"	"Variable"	"3.5 mph"	"-"	"0.00 in"	""	"Overcast"	10	51	"2015/4/9"	"PIT"	NA	NA	NA	NA
"4919"	"11:51 AM"	"64.0 °F"	"59.0 °F"	"84%"	"30.02 in"	"10.0 mi"	"South"	"10.4 mph"	"-"	"0.00 in"	"Rain"	"Light Rain"	11	51	"2015/4/9"	"PIT"	NA	NA	NA	NA
"4920"	"12:51 PM"	"68.0 °F"	"59.0 °F"	"73%"	"30.00 in"	"10.0 mi"	"SSE"	"6.9 mph"	"-"	"0.00 in"	""	"Overcast"	12	51	"2015/4/9"	"PIT"	NA	NA	NA	NA
"4921"	"1:51 PM"	"72.0 °F"	"57.0 °F"	"59%"	"29.96 in"	"10.0 mi"	"South"	"16.1 mph"	"23.0 mph"	"N/A"	""	"Overcast"	13	51	"2015/4/9"	"PIT"	NA	NA	NA	NA
